PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,RelSpeed,SpinRate,SpinAxis,RelHeight,RelSide,Extension,InducedVertBreak,HorzBreak,VertApprAngle,HorzApprAngle,PlateLocHeight,PlateLocSide,ExitSpeed,Angle,Direction,Distance,Level,GameID,PitchUID,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence
11,9/9/2025,07:37.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,86.60847,2254.812401,220.677689,6.22544,2.8899,6.51564,17.77127,14.03599,-3.287481,-0.741271,5.06712,1.04248,,,,,TeamExclusive,20250909-UofSanDiego-Private-1,8aaffcc0-8de2-11f0-8ba7-ff05ae97f8a5,High,High,High
12,9/9/2025,07:50.2,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,86.59941,2232.025291,211.381394,6.08095,2.75494,6.32583,20.04655,11.28107,-4.651341,-1.081323,3.51673,0.82023,,,,,TeamExclusive,20250909-UofSanDiego-Private-1,927a0180-8de2-11f0-8ba7-ff05ae97f8a5,High,High,High
13,9/9/2025,08:05.2,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,87.00732,2154.308133,218.72797,5.87421,2.95139,6.37534,16.21395,11.9626,-5.403015,-1.085616,2.79983,0.95637,,,,,TeamExclusive,20250909-UofSanDiego-Private-1,9b67c5c0-8de2-11f0-8ba7-ff05ae97f8a5,High,High,High
14,9/9/2025,08:18.0,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,77.80677,2350.215351,60.473046,5.71018,2.90697,5.95928,-8.07934,-17.07316,-8.256052,-5.375497,2.83014,-0.66063,,,,,TeamExclusive,20250909-UofSanDiego-Private-1,a3134600-8de2-11f0-8ba7-ff05ae97f8a5,High,High,High
15,9/9/2025,08:32.0,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,77.63113,2295.192483,65.45653,5.6619,3.09645,6.13467,-6.3352,-17.18513,-7.148326,-6.143246,3.6671,-1.16434,,,,,TeamExclusive,20250909-UofSanDiego-Private-1,ab7b8690-8de2-11f0-8ba7-ff05ae97f8a5,High,High,High
16,9/9/2025,08:46.2,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,87.32058,2278.279984,221.800458,6.04211,2.94015,6.59871,18.40741,15.14646,-3.206854,-1.253084,4.86859,0.53324,,,,,TeamExclusive,20250909-UofSanDiego-Private-1,b3d79220-8de2-11f0-8ba7-ff05ae97f8a5,High,High,High
17,9/9/2025,09:00.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,80.30889,1468.484386,245.858733,5.54882,2.97515,6.71543,8.28965,15.01115,-9.470186,-1.573955,-0.06906,0.28195,,,,,TeamExclusive,20250909-UofSanDiego-Private-1,bc8c1df0-8de2-11f0-8ba7-ff05ae97f8a5,High,High,High
18,9/9/2025,10:09.4,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,81.72227,1603.025283,243.382716,5.64794,3.25756,6.80682,10.51103,18.03517,-6.701669,0.364686,2.28018,2.08693,,,,,TeamExclusive,20250909-UofSanDiego-Private-1,e5904cd0-8de2-11f0-8ba7-ff05ae97f8a5,High,High,High
19,9/9/2025,10:31.9,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,87.97376,2226.831607,212.015828,6.19345,2.78031,6.40741,22.48415,13.19749,-4.282917,-2.325659,3.60927,-0.45596,,,,,TeamExclusive,20250909-UofSanDiego-Private-1,f2efc310-8de2-11f0-8ba7-ff05ae97f8a5,High,High,High
20,9/9/2025,10:44.5,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,77.79471,2307.279571,33.068126,5.73031,2.95995,5.80839,-9.98898,-7.38473,-7.648627,-4.427555,3.48746,-0.5486,,,,,TeamExclusive,20250909-UofSanDiego-Private-1,fa71c250-8de2-11f0-8ba7-ff05ae97f8a5,High,High,High
21,9/9/2025,10:58.9,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,81.05853,1646.620237,241.964648,5.59914,3.07301,6.68924,10.68335,16.69647,-7.441138,-1.91986,1.71215,-0.07393,,,,,TeamExclusive,20250909-UofSanDiego-Private-1,030f1ca0-8de3-11f0-8ba7-ff05ae97f8a5,High,High,High
22,9/9/2025,11:22.4,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,87.21426,2272.379548,222.21925,6.04384,2.67719,6.16243,19.53214,16.47804,-4.676899,-0.685856,3.38932,0.67314,,,,,TeamExclusive,20250909-UofSanDiego-Private-1,10fa0a00-8de3-11f0-8ba7-ff05ae97f8a5,High,High,High
23,9/9/2025,11:38.0,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Sinker,Undefined,Undefined,Undefined,Undefined,87.2396,2155.085701,231.230342,5.81491,3.07699,6.28733,16.28005,18.58599,-5.337461,0.6392,2.80502,2.11821,,,,,TeamExclusive,20250909-UofSanDiego-Private-1,1a43a9e0-8de3-11f0-8ba7-ff05ae97f8a5,High,High,High
24,9/9/2025,11:53.0,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,78.45821,2320.2978,35.305048,5.59698,3.04491,6.2052,-5.33205,-4.63855,-7.504617,-2.750602,2.9791,0.89154,,,,,TeamExclusive,20250909-UofSanDiego-Private-1,2338c120-8de3-11f0-8ba7-ff05ae97f8a5,High,High,High
25,9/9/2025,12:16.2,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,87.1218,2259.918604,217.459721,6.05585,2.81342,6.45153,19.18596,13.77072,-5.071565,-2.629625,2.99924,-0.74857,,,,,TeamExclusive,20250909-UofSanDiego-Private-1,31118610-8de3-11f0-8ba7-ff05ae97f8a5,High,High,High
26,9/9/2025,12:33.2,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,79.34966,2381.701774,50.40967,5.7867,2.8517,6.01627,-4.82272,-7.40449,-7.828368,-3.270499,2.7772,0.43824,,,,,TeamExclusive,20250909-UofSanDiego-Private-1,3b402ec0-8de3-11f0-8ba7-ff05ae97f8a5,High,High,High
27,9/9/2025,13:08.6,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Sinker,Undefined,Undefined,Undefined,Undefined,87.52177,2245.661339,223.76699,5.95816,2.91598,6.41019,16.46044,14.67076,-5.353768,-0.710452,2.81292,1.04161,,,,,TeamExclusive,20250909-UofSanDiego-Private-1,50399910-8de3-11f0-8ba7-ff05ae97f8a5,High,High,High
28,9/9/2025,13:24.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,81.96973,1515.347402,247.369463,5.65983,3.16759,6.80972,8.29591,16.68241,-7.68904,-0.113035,1.48964,1.67226,,,,,TeamExclusive,20250909-UofSanDiego-Private-1,5a005830-8de3-11f0-8ba7-ff05ae97f8a5,High,High,High
29,9/9/2025,13:52.2,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,87.8773,2244.494225,220.122712,6.07711,2.73859,6.04704,18.1406,14.25454,-4.89419,-1.892301,3.23775,-0.19906,,,,,TeamExclusive,20250909-UofSanDiego-Private-1,6a408030-8de3-11f0-8ba7-ff05ae97f8a5,High,High,High
1,9/13/2025,55:40.7,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,80.22909,2133.312576,136.260509,6.24929,-3.20414,5.7825,15.40261,-13.24485,-8.321659,1.916029,1.08625,-0.31646,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,7b4e0050-90c2-11f0-b482-5d1185df5079,High,High,High
2,9/13/2025,55:50.4,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,79.87362,1998.833211,140.269858,6.35844,-3.21409,5.6385,14.94103,-11.18957,-8.439221,1.481402,1.1127,-0.89804,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,810b4520-90c2-11f0-b482-5d1185df5079,High,High,High
3,9/13/2025,55:59.9,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,70.0835,1554.159469,136.399065,6.09799,-3.34702,5.77721,12.04595,-9.67501,-9.218863,0.50662,1.51257,-2.06713,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,86c5a3c0-90c2-11f0-b482-5d1185df5079,High,High,High
4,9/13/2025,56:08.9,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,69.89591,1450.426558,154.162203,5.97006,-3.23926,6.06863,13.07233,-5.40859,-9.181753,3.241193,1.36233,0.21518,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,8c2426c0-90c2-11f0-b482-5d1185df5079,High,High,High
5,9/13/2025,56:18.6,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,63.54565,1375.773556,321.550057,6.0044,-3.20998,5.8955,-7.71245,8.09713,-14.149495,3.147876,-0.4567,-0.96862,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,91e933c0-90c2-11f0-b482-5d1185df5079,High,High,High
6,9/13/2025,56:32.0,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,78.56309,1995.71052,150.935274,6.2393,-2.88378,5.86075,17.83178,-9.0615,-6.023796,3.333568,3.177,0.97089,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,99e14d60-90c2-11f0-b482-5d1185df5079,High,High,High
7,9/13/2025,57:02.4,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,79.42753,1968.863432,141.624932,6.17303,-2.87121,6.00522,16.55009,-11.85729,-8.362869,3.634226,0.94933,1.48821,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,abfc01c0-90c2-11f0-b482-5d1185df5079,High,High,High
8,9/13/2025,57:15.4,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,79.78754,2093.373106,131.894452,6.12909,-2.90434,6.12583,14.51489,-14.44312,-8.423779,3.677869,0.98631,1.70278,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,b3a4e9f0-90c2-11f0-b482-5d1185df5079,High,High,High
9,9/13/2025,57:31.0,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,79.91019,2010.436246,133.567116,6.30124,-3.00796,6.06876,14.87595,-13.973,-8.254299,3.372897,1.28831,1.28061,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,bcf148f0-90c2-11f0-b482-5d1185df5079,High,High,High
10,9/13/2025,57:46.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,78.05387,1925.578033,134.147279,6.22538,-3.06934,6.18536,15.00552,-13.78457,-8.54497,3.578248,1.10131,1.38706,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,c5ef39d0-90c2-11f0-b482-5d1185df5079,High,High,High
11,9/13/2025,58:13.3,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,70.22651,1451.231281,167.628623,5.9951,-3.52999,6.2214,15.39524,-2.91268,-10.561052,5.04739,-0.08369,1.38352,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,d63f8e70-90c2-11f0-b482-5d1185df5079,High,High,High
12,9/13/2025,59:00.5,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,78.3982,2066.821403,147.811431,6.15729,-3.39442,5.88148,18.64391,-10.64886,-8.476709,2.49473,0.79485,-0.18843,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,f2658500-90c2-11f0-b482-5d1185df5079,High,High,High
13,9/13/2025,59:18.6,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,79.54043,2105.910973,146.369018,6.11232,-3.55742,6.01098,17.7384,-10.74973,-8.07501,3.54361,1.05218,0.62508,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,fd26a9b0-90c2-11f0-b482-5d1185df5079,High,High,High
14,9/13/2025,59:38.0,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,79.81063,2082.112384,149.193186,6.161,-3.35781,5.90279,19.84056,-10.86316,-7.718381,3.556858,1.25641,0.85269,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,08b22340-90c3-11f0-b482-5d1185df5079,High,High,High
15,9/13/2025,00:09.7,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,80.90616,2070.678592,143.175854,6.21144,-2.80341,5.87751,19.81497,-13.60095,-7.435453,2.507911,1.50094,0.6592,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,1ba49a00-90c3-11f0-b482-5d1185df5079,High,High,High
16,9/13/2025,00:27.2,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,79.62916,1930.243972,141.858819,6.13845,-3.11424,5.98736,18.16166,-12.93698,-7.054153,3.622357,2.04825,1.3236,60.91054,4.516169,-83.192047,55.78095,TeamExclusive,20250913-UofSanDiego-Private-2,260a3130-90c3-11f0-b482-5d1185df5079,High,High,High
17,9/13/2025,00:59.9,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,80.3687,2028.757425,125.743033,6.16385,-3.1582,5.92342,15.60359,-19.26603,-7.630301,2.055,1.7054,0.352,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,398a41f0-90c3-11f0-b482-5d1185df5079,High,High,High
18,9/13/2025,01:24.2,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,62.99973,1100.639018,299.599574,6.05114,-2.94044,6.12128,-2.94465,9.50725,-10.590161,3.763211,2.71431,-0.25143,69.98169,11.678167,24.013925,108.01036,TeamExclusive,20250913-UofSanDiego-Private-2,481f7910-90c3-11f0-b482-5d1185df5079,High,High,High
19,9/13/2025,02:01.9,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,77.81889,2012.123635,134.65525,6.17178,-3.25714,5.97429,15.04871,-13.51902,-8.012604,1.079901,1.59336,-1.12846,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,5e8878f0-90c3-11f0-b482-5d1185df5079,High,High,High
20,9/13/2025,02:17.6,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,80.16587,2065.658137,131.813995,6.24017,-3.10146,6.17446,12.24564,-12.0043,-7.197713,0.361354,2.39536,-1.76627,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,67dc7910-90c3-11f0-b482-5d1185df5079,High,High,High
21,9/13/2025,02:35.3,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,81.43005,2194.808094,151.49302,6.27101,-3.2749,6.17025,17.03395,-8.47245,-5.809516,0.828779,3.19423,-1.80342,64.2937,46.45308,70.500314,192.35958,TeamExclusive,20250913-UofSanDiego-Private-2,72779f30-90c3-11f0-b482-5d1185df5079,High,High,High
22,9/13/2025,02:56.7,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,71.62064,1465.76931,155.947164,6.07519,-3.08241,6.28802,14.05438,-5.37544,-8.010585,0.945959,2.33692,-1.76188,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,7f304e20-90c3-11f0-b482-5d1185df5079,High,High,High
23,9/13/2025,03:21.0,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,81.71968,2011.721877,137.135722,6.21693,-3.09921,5.9671,15.76591,-13.14764,-5.522143,0.86995,3.56901,-1.19807,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,8d8a02e0-90c3-11f0-b482-5d1185df5079,High,High,High
24,9/13/2025,03:38.7,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,79.25307,2045.306353,135.415199,6.21818,-3.33126,5.90013,18.20895,-16.20647,-7.537732,-1.024321,1.72735,-2.92999,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,9838b100-90c3-11f0-b482-5d1185df5079,High,High,High
25,9/13/2025,03:58.0,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,80.38618,2070.520226,138.467422,6.23171,-3.09705,5.94537,17.25351,-13.77855,-6.931081,0.785059,2.27531,-1.22087,60.61258,45.921326,14.320466,167.04758,TeamExclusive,20250913-UofSanDiego-Private-2,a3adbc60-90c3-11f0-b482-5d1185df5079,High,High,High
26,9/13/2025,04:39.9,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,88.90671,2159.068179,208.828995,6.20825,1.31969,6.10413,18.54592,9.40752,-6.602098,-0.106617,1.7648,0.43694,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,bca3a8b0-90c3-11f0-b482-5d1185df5079,High,High,High
27,9/13/2025,04:48.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,87.61259,2218.812483,221.34023,5.97191,1.6167,6.10401,16.7008,13.40422,-4.663839,0.065249,3.58211,0.56083,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,c1903000-90c3-11f0-b482-5d1185df5079,High,High,High
28,9/13/2025,04:58.5,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,88.95467,2207.427203,207.247249,6.18332,1.46525,6.13548,20.74233,9.93579,-5.861942,-0.270416,2.24397,0.38773,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,c7b92ef0-90c3-11f0-b482-5d1185df5079,High,High,High
29,9/13/2025,05:07.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,79.50963,1806.311386,249.581527,5.7697,1.95484,6.20043,8.86355,19.03599,-8.068163,-0.164019,1.5588,0.21531,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,cd588b80-90c3-11f0-b482-5d1185df5079,High,High,High
30,9/13/2025,05:17.2,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,79.71556,1850.732155,247.705315,5.76798,2.00178,6.15804,10.04615,20.23981,-7.565165,0.830142,1.90069,1.08004,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,d2f37b40-90c3-11f0-b482-5d1185df5079,High,High,High
31,9/13/2025,05:27.9,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,87.72659,2243.287915,213.394652,6.09828,1.51715,6.18291,18.89375,11.47359,-3.720304,1.099862,4.40564,1.57717,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,d94cb1f0-90c3-11f0-b482-5d1185df5079,High,High,High
32,9/13/2025,05:58.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,90.45906,2189.504625,218.178566,6.10392,1.54128,6.35407,17.9621,13.05335,-4.817442,1.920474,3.24879,2.22116,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,ebaa14a0-90c3-11f0-b482-5d1185df5079,High,High,High
33,9/13/2025,06:14.6,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,80.02675,1792.768466,232.282341,5.77619,1.56367,6.32635,16.02276,18.53871,-5.906227,0.831297,2.90756,0.78487,70.66805,66.296903,-65.858608,160.53111,TeamExclusive,20250913-UofSanDiego-Private-2,f5217b40-90c3-11f0-b482-5d1185df5079,High,High,High
34,9/13/2025,06:38.2,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Slider,Undefined,Undefined,Undefined,Undefined,77.40683,2346.813077,94.160013,5.87793,1.48886,5.68004,2.00728,-4.11244,-7.088475,-2.698302,3.33074,-0.68514,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,0322d6d0-90c4-11f0-b482-5d1185df5079,High,High,High
35,9/13/2025,06:54.2,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,81.39167,1697.256453,252.48094,5.62379,1.43823,6.41539,6.77918,16.51989,-10.3721,-2.51364,-0.81593,-2.25472,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,0c9868b0-90c4-11f0-b482-5d1185df5079,High,High,High
36,9/13/2025,07:19.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,90.72025,2266.006798,209.845395,5.9636,1.58921,6.61773,18.66013,9.96737,-6.085388,-0.432726,1.82853,0.36257,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,1b9b2eb0-90c4-11f0-b482-5d1185df5079,High,High,High
37,9/13/2025,07:42.6,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,76.54134,2498.960707,50.839734,5.89824,1.47279,5.48816,-4.98965,-8.25638,-8.572769,-3.972411,2.62342,-1.55824,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,29763d90-90c4-11f0-b482-5d1185df5079,High,High,High
38,9/13/2025,07:58.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,88.95692,2134.621958,208.381284,6.14377,1.57425,6.37873,18.66336,9.36717,-3.899206,0.980133,4.15408,1.69563,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,32c8de20-90c4-11f0-b482-5d1185df5079,High,High,High
