Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
Cornell,Max Jensen,All,241,47,89.9,103.5,108.4,48.9%,12.5°,8.5°,40.4,6.4%,3,0.451,.400,0.54,.494,40.4%,27.7%,29.8%,48.1%,70.9%,90.4%,31.2%,15.5%,107.0
Cumberlands (KY),Jose Valentin,All,27,9,79.3,98.6,103.5,22.2%,-1.5°,-5.0°,0.0,0.0%,0,0.556,.305,0.537,.332,77.8%,11.1%,0.0%,48.1%,100.0%,100.0%,22.2%,0.0%,171.0
Austin Peay,Jon Jon Gazdar,All,616,153,90.2,102.3,107.8,41.8%,14.0°,10.8°,43.8,3.9%,6,0.442,.388,0.537,.482,30.7%,24.8%,32.7%,43.2%,71.3%,95.5%,23.8%,11.3%,103.0
Virginia,Antonio Perrotta,All,31,7,89.9,100.1,100.4,28.6%,11.1°,17.0°,42.9,0.0%,0,0.444,.417,0.536,.477,57.1%,14.3%,28.6%,58.1%,86.7%,76.9%,31.2%,22.2%,74.0
Austin Peay,John Bay,All,357,65,95.0,107.6,109.9,46.2%,27.6°,18.6°,33.8,18.5%,12,0.368,.259,0.535,.435,18.5%,38.5%,20.0%,45.4%,72.8%,84.5%,25.2%,24.7%,102.0
San Diego,Jakob Christian,All,640,108,92.5,107.2,113.4,53.7%,19.7°,22.4°,42.6,22.2%,24,0.376,.347,0.535,.516,23.1%,35.2%,28.7%,47.3%,73.8%,79.2%,29.2%,30.4%,88.0
Lamar,Logan Hamm,All,69,9,80.2,93.0,97.7,11.1%,18.1°,21.3°,55.6,0.0%,0,0.333,.236,0.534,.378,22.2%,33.3%,44.4%,36.2%,65.5%,73.7%,15.0%,32.0%,120.0
Stetson,Nelphie Lopez,All,72,9,79.1,98.1,98.1,22.2%,12.7°,28.5°,55.6,0.0%,0,0.467,.274,0.534,.340,33.3%,22.2%,44.4%,37.5%,61.3%,73.7%,19.5%,29.6%,96.0
Houston,Cary Arbolida,All,481,80,95.5,109.9,113.3,60.0%,17.0°,17.8°,40.0,22.5%,18,0.355,.310,0.534,.492,27.5%,31.2%,26.2%,46.6%,72.7%,82.6%,28.3%,31.7%,83.0
UTSA,Tye Odom,All,50,11,94.5,100.1,101.9,36.4%,16.0°,11.6°,9.1,9.1%,1,0.429,.184,0.533,.388,27.3%,36.4%,0.0%,58.0%,71.4%,90.0%,40.9%,17.2%,78.0
Texas Lutheran,Tyler Post,All,57,10,95.7,104.1,106.7,66.7%,32.8°,23.0°,55.6,10.0%,1,0.4,.268,0.53,.528,0.0%,50.0%,50.0%,22.8%,37.5%,88.9%,12.1%,15.4%,180.0
Saint Mary's (CA),Christian Almanza,All,685,122,91.9,103.6,109.7,46.7%,19.3°,21.4°,45.1,15.6%,19,0.375,.309,0.53,.481,21.3%,33.6%,29.5%,43.1%,72.5%,87.4%,24.8%,21.7%,120.0
Georgia College,Rand Bestermann,All,79,12,89.9,100.6,105.0,16.7%,30.3°,29.4°,25.0,8.3%,1,0.353,.184,0.529,.389,20.0%,70.0%,10.0%,48.1%,89.7%,69.2%,24.0%,42.1%,123.0
UNC Greensboro,Caleb Cozart,All,442,66,94.5,110.2,116.8,56.1%,18.3°,18.4°,42.4,27.3%,18,0.318,.328,0.529,.536,21.2%,25.8%,31.8%,40.0%,66.3%,88.9%,24.7%,25.4%,86.0
NJIT,Luke Longo,All,159,19,94.8,104.4,109.9,57.9%,30.9°,20.7°,52.6,10.5%,2,0.345,.253,0.529,.452,5.3%,42.1%,36.8%,42.8%,71.0%,75.0%,24.7%,30.9%,124.0
Lindenwood,Ambrose Russo,All,48,7,89.7,99.3,99.3,57.1%,15.7°,3.7°,28.6,0.0%,0,0.417,.139,0.529,.276,42.9%,0.0%,28.6%,52.1%,66.7%,68.8%,37.5%,32.0%,87.0
Lindenwood,Dawson Hokuf,All,242,53,87.5,102.1,104.9,41.5%,17.6°,16.8°,37.7,5.7%,3,0.39,.325,0.528,.443,32.1%,22.6%,30.2%,45.0%,72.2%,89.7%,23.1%,16.5%,133.0
Iona,Josiah Ragsdale,All,180,23,94.6,105.8,107.8,52.2%,11.9°,15.2°,56.5,13.0%,3,0.394,.333,0.527,.467,26.1%,13.0%,47.8%,41.7%,68.0%,90.2%,22.9%,17.3%,118.0
Wake Forest,Nick Kurtz,All,948,123,94.6,111.6,114.9,52.0%,21.7°,18.9°,33.3,17.9%,22,0.306,.329,0.526,.530,26.8%,31.7%,22.8%,32.6%,55.9%,84.7%,18.1%,20.7%,115.0
South Dakota State,Cael Frost,All,332,68,92.4,111.0,112.8,48.5%,4.8°,14.1°,30.9,17.6%,12,0.386,.312,0.525,.454,44.1%,25.0%,20.6%,45.5%,67.5%,80.8%,26.4%,27.2%,112.0
Texas A&M,Jace LaViolette,All,1190,151,96.0,109.4,115.7,60.3%,22.3°,22.5°,33.8,24.5%,37,0.329,.294,0.524,.497,23.8%,33.8%,19.2%,38.5%,66.2%,78.5%,17.0%,27.1%,129.0
Sam Houston State,Walker Janek,All,380,65,93.1,105.4,110.1,55.4%,19.5°,19.3°,40.0,16.9%,11,0.373,.303,0.523,.503,27.7%,38.5%,16.9%,45.0%,68.8%,91.9%,30.5%,20.5%,98.0
Emmanuel (GA),Nick Dietsch,All,88,12,86.5,101.5,104.0,41.7%,15.2°,17.8°,50.0,16.7%,2,0.278,.304,0.523,.503,40.0%,20.0%,40.0%,37.5%,63.6%,81.0%,21.8%,21.2%,109.0
Coppin State,Angel Colon,All,43,10,85.6,93.6,95.2,20.0%,8.5°,-1.4°,30.0,0.0%,0,0.455,.273,0.523,.278,40.0%,20.0%,40.0%,44.2%,68.8%,100.0%,29.6%,15.8%,138.0
Austin Peay,Trevor Conley,All,99,15,84.4,98.9,101.6,26.7%,22.7°,22.1°,46.7,6.7%,1,0.435,.252,0.522,.331,26.7%,33.3%,33.3%,53.5%,77.5%,93.5%,37.3%,13.2%,61.0
Indiana,AJ Shepard,All,50,5,91.7,103.4,103.5,60.0%,13.9°,24.6°,80.0,40.0%,2,0.3,.300,0.522,.484,20.0%,40.0%,40.0%,48.0%,65.4%,47.1%,29.2%,45.8%,50.0
Richmond,Aaron Whitley,All,502,97,87.9,102.1,106.1,32.0%,10.8°,15.3°,35.1,7.2%,7,0.412,.274,0.522,.398,41.2%,18.6%,25.8%,38.2%,64.1%,87.1%,20.3%,17.7%,95.0
UT Tyler,Connor Clark,All,53,10,83.8,98.4,99.6,20.0%,18.3°,9.5°,40.0,0.0%,0,0.429,.264,0.521,.307,30.0%,30.0%,30.0%,49.1%,83.3%,93.3%,31.4%,23.1%,92.0
Columbia,Griffin Palfrey,All,311,64,89.5,102.3,104.9,39.1%,11.3°,13.9°,48.4,10.9%,7,0.408,.339,0.521,.458,28.1%,25.0%,37.5%,45.3%,72.1%,84.9%,26.4%,18.4%,111.0
Oklahoma Christian,Hank Heiselbetz,All,53,9,82.5,95.4,95.6,22.2%,2.1°,-,55.6,0.0%,0,0.385,-,0.52,-,55.6%,11.1%,33.3%,39.6%,66.7%,80.0%,4.3%,23.8%,
Limestone,Sion Barnette,All,58,10,82.7,94.4,97.0,10.0%,22.8°,32.6°,30.0,0.0%,0,0.385,.193,0.52,.265,30.0%,40.0%,30.0%,50.0%,72.2%,84.6%,40.0%,31.0%,69.0
Appalachian State,Tommy Walker,All,38,7,87.8,98.3,98.6,42.9%,16.0°,2.4°,28.6,0.0%,0,0.5,.405,0.52,.524,28.6%,28.6%,28.6%,31.6%,60.0%,77.8%,13.0%,25.0%,147.0
Centenary (LA),Carson Livesay,All,204,36,89.6,100.4,102.3,25.0%,14.9°,10.8°,44.4,0.0%,0,0.372,.285,0.519,.453,22.2%,16.7%,36.1%,38.2%,75.3%,84.4%,11.8%,17.9%,154.0
Florida State,Cameron Smith,All,951,164,93.3,113.2,115.7,50.6%,4.5°,8.9°,33.5,12.8%,21,0.415,.358,0.519,.506,43.3%,10.4%,29.9%,39.3%,64.1%,88.2%,23.6%,17.9%,106.0
Pomona-Pitzer,JC Ng,All,395,68,89.1,100.0,105.0,33.8%,14.4°,9.6°,38.2,1.5%,1,0.419,.307,0.519,.417,29.4%,22.1%,30.9%,36.5%,64.9%,93.8%,19.4%,9.7%,150.0
Carson-Newman,Dalton McLain,All,94,19,82.6,96.4,98.8,12.5%,13.2°,15.4°,62.5,0.0%,0,0.476,.369,0.519,.461,28.6%,7.1%,64.3%,45.7%,77.1%,92.6%,27.1%,16.3%,119.0
Bucknell,Sean Keys,All,519,95,93.6,107.6,111.3,51.6%,17.0°,15.4°,37.9,17.9%,17,0.366,.340,0.519,.521,24.2%,27.4%,28.4%,39.1%,68.4%,89.5%,19.4%,16.7%,121.0
North Alabama,Zak Majer,All,33,6,74.8,102.7,106.7,33.3%,17.8°,13.3°,50.0,0.0%,0,0.5,.355,0.518,.437,16.7%,16.7%,50.0%,33.3%,58.3%,85.7%,19.0%,36.4%,87.0
UTRGV,CJ Valdez,All,163,37,89.5,107.1,110.8,40.5%,17.9°,18.6°,35.1,21.6%,8,0.415,.336,0.518,.511,27.0%,27.0%,29.7%,51.5%,79.2%,91.8%,26.7%,13.1%,142.0
Southeastern (FL),Chayce Bryant,All,30,6,93.9,106.5,107.7,50.0%,0.6°,5.8°,50.0,0.0%,0,0.5,.437,0.518,.441,33.3%,16.7%,50.0%,50.0%,60.0%,100.0%,40.0%,20.0%,21.0
South Dakota State,Reece Anderson,All,166,40,86.2,101.9,106.5,35.0%,2.9°,8.8°,25.0,5.0%,2,0.426,.320,0.517,.422,47.5%,12.5%,27.5%,47.6%,68.2%,95.6%,34.0%,16.5%,64.0
UC Irvine,James Castagnola,All,74,12,88.5,101.1,105.4,33.3%,-2.6°,9.6°,50.0,8.3%,1,0.4,.274,0.516,.415,41.7%,16.7%,33.3%,32.4%,71.0%,77.3%,4.7%,20.8%,163.0
Emmanuel (GA),Thomas Collins,All,96,20,88.0,100.6,101.0,35.0%,5.2°,6.9°,35.0,0.0%,0,0.455,.362,0.516,.445,57.9%,5.3%,36.8%,37.5%,52.1%,100.0%,22.9%,13.9%,90.0
Panola,Luke Paxton,All,44,10,85.7,98.5,99.6,40.0%,-8.9°,0.7°,20.0,0.0%,0,0.5,.307,0.515,.343,90.0%,0.0%,10.0%,52.3%,77.3%,70.6%,27.3%,34.8%,153.0
Pacific,Jarryd Wood,All,47,9,84.5,97.6,100.4,22.2%,19.8°,28.7°,44.4,0.0%,0,0.364,.228,0.515,.343,22.2%,11.1%,44.4%,51.1%,81.8%,83.3%,24.0%,25.0%,140.0
CLA_CLA,Dillon Martin,All,32,7,88.9,95.8,98.2,14.3%,13.2°,26.7°,28.6,14.3%,1,0.5,.261,0.515,.301,57.1%,14.3%,14.3%,40.6%,66.7%,75.0%,25.0%,15.4%,145.0
Central Connecticut,Gianno Merlonghi,All,32,6,67.4,82.0,82.9,0.0%,5.8°,-,50.0,0.0%,0,0.5,.120,0.514,.124,50.0%,16.7%,33.3%,59.4%,81.8%,77.8%,47.6%,21.1%,16.0
Austin Peay,Harrison Brown,All,635,100,89.8,106.2,109.8,45.0%,17.7°,13.3°,40.0,12.0%,12,0.391,.327,0.513,.445,32.0%,28.0%,28.0%,47.7%,74.3%,77.1%,30.1%,30.4%,82.0
Jacksonville,Jaden Bastian,All,122,18,85.2,96.1,99.9,27.8%,5.9°,-2.5°,38.9,0.0%,0,0.417,.251,0.513,.372,44.4%,22.2%,33.3%,32.0%,52.9%,88.9%,16.9%,20.5%,101.0
Whittier,Teige Barrett,All,59,13,89.2,104.8,106.6,61.5%,9.6°,23.4°,46.2,15.4%,2,0.333,.364,0.513,.522,30.8%,30.8%,30.8%,44.1%,76.2%,81.2%,26.3%,23.1%,181.0
Southwestern (TX),Ben Feuer,All,40,8,73.5,89.6,93.5,0.0%,30.3°,-,37.5,0.0%,0,0.455,.167,0.513,.308,25.0%,50.0%,12.5%,47.5%,61.1%,90.9%,36.4%,36.8%,83.0
Cal State Fullerton,Jared Snyder,All,47,8,84.5,95.7,96.8,12.5%,9.4°,31.7°,37.5,0.0%,0,0.5,.249,0.512,.356,25.0%,25.0%,25.0%,40.4%,75.0%,86.7%,14.8%,21.1%,138.0
UTRGV,Easton Moomau,All,86,16,90.2,99.4,103.5,56.2%,8.5°,6.6°,37.5,0.0%,0,0.5,.396,0.512,.485,50.0%,12.5%,37.5%,30.2%,58.8%,100.0%,11.5%,3.8%,135.0
Texas A&M,Braden Montgomery,All,1065,155,98.1,111.5,115.9,60.6%,15.3°,13.9°,34.8,23.2%,36,0.327,.347,0.511,.544,30.3%,24.5%,25.8%,44.8%,77.5%,84.0%,23.6%,25.8%,118.0
Niagara,Brady Desjardins,All,227,43,88.4,99.6,103.8,37.2%,9.5°,6.2°,32.6,2.3%,1,0.396,.308,0.51,.469,48.8%,16.3%,18.6%,40.5%,62.4%,85.3%,20.3%,19.6%,121.0
New Mexico,Jake Holland,All,455,104,88.7,105.5,109.1,34.6%,18.8°,18.5°,34.6,13.5%,14,0.383,.290,0.51,.443,31.7%,35.6%,22.1%,47.5%,74.1%,87.6%,29.3%,19.4%,88.0
Northeastern,Tyler MacGregor,All,346,69,90.6,104.7,106.2,53.6%,10.4°,19.6°,46.4,11.6%,8,0.39,.388,0.51,.534,34.8%,18.8%,36.2%,45.7%,70.9%,81.0%,26.8%,22.8%,123.0
Dartmouth,Kolton Freeman,All,168,26,91.6,107.9,109.1,50.0%,9.9°,11.4°,34.6,15.4%,4,0.412,.325,0.51,.457,38.5%,15.4%,26.9%,33.3%,58.3%,91.4%,19.4%,25.0%,122.0
Duke,Macon Winslow,All,133,28,92.2,106.3,107.2,46.4%,21.4°,19.7°,42.9,10.7%,3,0.394,.263,0.51,.390,17.9%,25.0%,32.1%,48.9%,71.0%,90.9%,29.6%,20.0%,110.0
Penn,Wyatt Henseler,All,367,63,87.9,107.3,108.5,46.0%,19.1°,17.1°,38.1,12.7%,8,0.342,.339,0.51,.494,33.3%,31.7%,23.8%,43.6%,66.9%,91.1%,27.3%,20.0%,89.0
Morehead State,Nick Gooden,All,519,109,88.5,100.9,105.5,33.9%,14.6°,10.8°,43.1,0.9%,1,0.438,.314,0.509,.388,33.9%,23.9%,32.1%,44.7%,66.4%,89.5%,27.6%,22.4%,109.0
Canisius,Jackson Strong,All,227,33,91.2,103.7,106.9,45.5%,8.6°,9.1°,42.4,3.0%,1,0.366,.333,0.509,.465,36.4%,21.2%,36.4%,33.9%,56.3%,87.8%,20.0%,19.5%,118.0
FGCU,Evan Dempsey,All,366,60,86.0,104.6,107.4,33.3%,15.3°,13.2°,45.0,8.3%,5,0.387,.282,0.509,.417,30.0%,20.0%,28.3%,45.1%,67.6%,89.0%,29.8%,16.4%,85.0
UC San Diego,Andy Ambriz,All,59,10,96.1,106.8,108.8,50.0%,1.9°,6.2°,40.0,10.0%,1,0.429,.308,0.509,.468,30.0%,10.0%,40.0%,44.1%,65.4%,88.2%,27.3%,26.9%,118.0
Southeastern (FL),Christopher Munoz,All,32,5,79.8,85.5,85.8,0.0%,20.9°,-,40.0,0.0%,0,0.5,.352,0.509,.407,20.0%,0.0%,40.0%,43.8%,60.0%,83.3%,36.4%,21.4%,3.0
Vanderbilt,JD Rogers,All,55,6,76.9,106.9,110.5,16.7%,-1.8°,18.4°,33.3,16.7%,1,0.333,.243,0.508,.407,50.0%,16.7%,33.3%,40.0%,50.0%,76.9%,31.0%,18.2%,63.0
Wright State,Jay Luikart,All,522,98,89.6,104.5,106.7,42.9%,14.8°,15.8°,38.8,8.2%,8,0.381,.325,0.507,.451,35.7%,21.4%,26.5%,42.9%,71.4%,85.2%,22.6%,21.9%,112.0
Western Illinois,Maxton Polad,All,148,18,87.4,104.2,106.7,44.4%,19.5°,18.6°,50.0,16.7%,3,0.367,.243,0.507,.397,27.8%,27.8%,38.9%,39.2%,70.5%,67.4%,17.2%,41.4%,118.0
Austin Peay,Clayton Gray,All,746,154,89.6,101.2,105.7,37.0%,15.0°,12.5°,47.4,2.6%,4,0.392,.357,0.507,.447,32.5%,21.4%,33.8%,43.3%,71.0%,95.0%,23.6%,11.5%,114.0
Whitworth,Ty Quiggle,All,60,10,87.1,98.3,99.3,22.2%,6.7°,10.8°,44.4,0.0%,0,0.462,.324,0.507,.409,55.6%,22.2%,22.2%,43.3%,65.4%,88.2%,26.5%,23.1%,91.0
Air Force,Charlie Jones,All,413,68,93.1,107.1,113.0,55.9%,21.5°,16.8°,36.8,16.2%,11,0.379,.236,0.506,.348,22.1%,27.9%,27.9%,44.3%,76.1%,82.2%,25.2%,27.9%,112.0
Morehead State,Hayden Robbins,All,445,87,89.1,100.1,103.9,36.8%,13.0°,13.0°,44.8,3.4%,3,0.41,.309,0.506,.419,29.9%,20.7%,35.6%,43.1%,69.1%,85.4%,25.8%,23.4%,113.0
Eastern Michigan,Aidan Arbogast,All,65,11,92.5,107.6,108.3,54.5%,22.0°,14.4°,36.4,9.1%,1,0.429,.320,0.506,.429,27.3%,18.2%,27.3%,49.2%,74.3%,80.8%,20.0%,25.0%,115.0
Eastern Michigan,Nathan Ball,All,53,9,88.4,105.0,105.5,44.4%,-10.0°,11.5°,33.3,22.2%,2,0.333,.245,0.506,.465,55.6%,11.1%,22.2%,41.5%,66.7%,83.3%,15.4%,18.2%,111.0
Air Force,Jay Thomason,All,544,80,93.0,108.9,114.1,53.8%,20.7°,22.3°,37.5,17.5%,14,0.357,.244,0.505,.378,18.8%,38.8%,27.5%,51.1%,76.0%,75.0%,36.6%,30.2%,76.0
Nebraska,Dylan Hufft,All,68,10,74.8,92.9,94.7,0.0%,-10.1°,-,30.0,0.0%,0,0.455,.282,0.505,.403,60.0%,10.0%,30.0%,30.9%,44.8%,100.0%,20.5%,14.3%,68.0
Incarnate Word,Dalton Beck,All,234,48,90.7,103.9,110.8,52.1%,17.3°,17.1°,43.8,8.3%,4,0.365,.293,0.505,.443,29.2%,25.0%,27.1%,47.4%,72.3%,83.8%,30.7%,27.9%,92.0
Georgia State,Kameron Douglas,All,51,8,85.6,106.9,108.0,50.0%,5.0°,25.8°,50.0,12.5%,1,0.417,.207,0.505,.305,37.5%,12.5%,37.5%,39.2%,59.1%,69.2%,24.1%,25.0%,95.0
Kentucky,Ryan Waldschmidt,All,850,133,94.9,109.8,112.4,58.6%,14.3°,15.6°,42.9,17.3%,23,0.382,.362,0.505,.538,29.3%,29.3%,29.3%,39.1%,66.0%,86.3%,17.7%,19.6%,125.0
New Orleans,Mitchell Sanford,All,535,110,92.4,105.8,109.8,47.3%,15.9°,15.5°,40.0,11.8%,13,0.386,.358,0.504,.485,35.5%,22.7%,30.9%,52.1%,79.7%,85.6%,30.4%,23.7%,97.0
Nicholls,Edgar Alvarez,All,267,42,90.2,106.3,110.2,45.2%,6.9°,12.3°,35.7,9.5%,4,0.385,.336,0.503,.474,42.9%,14.3%,31.0%,44.9%,69.9%,94.9%,26.6%,15.0%,84.0
Columbia,Cole Hage,All,525,93,90.6,106.8,111.5,37.6%,24.9°,18.4°,32.3,7.5%,7,0.366,.266,0.503,.395,19.4%,34.4%,25.8%,43.8%,72.1%,84.2%,23.5%,22.6%,103.0
Cumberlands (KY),Max Harper,All,28,9,95.8,101.9,102.3,33.3%,28.9°,26.5°,0.0,11.1%,1,0.333,.304,0.503,.449,33.3%,22.2%,0.0%,50.0%,72.7%,100.0%,35.3%,7.1%,133.0
Arkansas State,Dylan DeButy,All,197,15,92.6,98.5,102.1,46.7%,26.3°,24.7°,33.3,6.7%,1,0.286,.187,0.503,.387,20.0%,46.7%,26.7%,32.0%,58.7%,72.7%,15.6%,28.6%,135.0
Southeastern Louisiana,Jude Hall,All,127,13,91.2,100.4,101.2,46.2%,17.4°,14.4°,38.5,7.7%,1,0.36,.161,0.503,.367,30.8%,30.8%,7.7%,40.9%,70.8%,85.3%,22.8%,32.7%,85.0
LSU,Jared Jones,All,1016,133,99.0,111.8,117.7,65.4%,19.1°,16.2°,35.3,25.6%,34,0.309,.342,0.502,.562,25.6%,21.8%,25.6%,39.7%,65.5%,75.0%,22.2%,35.5%,92.0
California Lutheran,Kai Caranto,All,49,15,79.9,97.0,97.1,20.0%,5.6°,1.9°,26.7,0.0%,0,0.538,.315,0.502,.425,53.3%,20.0%,13.3%,49.0%,90.0%,88.9%,20.7%,16.7%,143.0
California Baptist,Matt Darr,All,55,11,83.7,97.9,99.7,36.4%,-13.1°,-6.5°,18.2,0.0%,0,0.5,.329,0.502,.382,81.8%,0.0%,18.2%,41.8%,77.8%,92.9%,24.3%,13.0%,179.0
Delaware State,Jaryn Sample,All,26,5,84.2,100.0,100.3,40.0%,-20.7°,8.7°,20.0,0.0%,0,0.5,.240,0.502,.448,60.0%,0.0%,20.0%,34.6%,70.0%,100.0%,12.5%,0.0%,147.0
Emory & Henry,Jermie Greene,All,31,9,81.0,96.4,98.3,22.2%,15.8°,13.7°,55.6,0.0%,0,0.5,.389,0.501,.395,11.1%,0.0%,66.7%,54.8%,64.7%,100.0%,42.9%,5.9%,79.0
Florida,Jac Caglianone,All,310,79,93.4,110.2,121.7,54.4%,13.7°,16.6°,31.6,19.0%,15,0.352,.366,0.501,.527,35.4%,25.3%,25.3%,56.8%,78.2%,86.0%,45.0%,21.6%,9.0
Central Connecticut,Hunter Pasqualini,All,80,8,84.8,92.3,95.9,12.5%,18.9°,4.6°,25.0,0.0%,0,0.333,.334,0.501,.458,50.0%,0.0%,25.0%,48.8%,80.6%,96.0%,28.6%,5.1%,116.0
Lafayette,Ethan Swidler,All,549,89,89.8,105.0,109.8,38.2%,17.8°,13.5°,39.3,5.6%,5,0.375,.307,0.501,.449,25.8%,29.2%,32.6%,36.1%,63.0%,88.5%,15.9%,15.7%,125.0
Mississippi State,Dakota Jordan,All,910,122,95.9,112.4,115.7,56.6%,7.1°,11.9°,37.7,19.7%,24,0.37,.281,0.5,.442,41.8%,18.0%,27.0%,44.6%,71.3%,76.3%,28.0%,35.0%,91.0
Tennessee,Dylan Dreiling,All,981,146,92.4,107.0,112.5,48.6%,21.7°,13.6°,41.1,15.1%,22,0.321,.296,0.5,.453,24.7%,29.5%,28.8%,39.6%,63.5%,84.3%,20.0%,21.1%,100.0
Dallas Baptist,Tom Poole,All,709,94,95.6,108.7,112.6,61.7%,17.5°,20.0°,46.8,23.4%,22,0.343,.338,0.5,.530,19.1%,31.9%,35.1%,36.8%,62.2%,82.3%,18.3%,28.7%,106.0
Cal State Fullerton,Cam Burdick,All,65,13,79.3,95.3,102.2,7.7%,-0.7°,13.6°,46.2,0.0%,0,0.438,.282,0.5,.356,46.2%,15.4%,30.8%,44.6%,66.7%,86.4%,21.9%,20.7%,68.0
Grambling,Martavius Thomas,All,69,7,88.6,102.1,104.0,28.6%,-2.2°,4.6°,42.9,0.0%,0,0.333,.210,0.5,.342,42.9%,14.3%,28.6%,33.3%,44.8%,84.6%,25.0%,17.4%,71.0
Sacred Heart,Ronan Donohue,All,36,6,86.8,97.7,100.2,16.7%,19.9°,25.3°,50.0,16.7%,1,0.429,.300,0.499,.479,16.7%,50.0%,33.3%,38.9%,71.4%,80.0%,18.2%,21.4%,181.0
Louisiana,Trey Lafleur,All,585,99,89.7,105.1,110.6,49.5%,16.6°,14.8°,44.4,11.1%,11,0.384,.288,0.499,.404,32.3%,27.3%,29.3%,48.4%,72.9%,79.8%,29.9%,31.1%,93.0
East Carolina,Carter Cunningham,All,831,147,94.8,104.8,108.1,61.9%,17.5°,16.0°,45.6,10.2%,15,0.371,.362,0.499,.508,27.2%,30.6%,28.6%,44.6%,70.5%,90.3%,25.7%,18.3%,101.0
North Carolina,Parks Harber,All,730,120,94.5,109.7,112.0,53.3%,14.3°,16.5°,40.8,20.0%,24,0.353,.333,0.498,.509,31.7%,26.7%,25.0%,41.0%,64.0%,81.1%,22.8%,26.4%,94.0
Western Carolina,Drew Needham,All,538,55,95.4,111.4,113.4,54.5%,25.8°,18.8°,43.6,23.6%,13,0.282,.255,0.498,.469,14.5%,36.4%,23.6%,33.1%,58.5%,79.3%,17.2%,32.0%,132.0
Lamar,Zak Skinner,All,164,29,94.4,103.2,104.1,58.6%,5.5°,6.7°,31.0,3.4%,1,0.406,.355,0.498,.439,51.7%,17.2%,24.1%,53.7%,77.0%,86.0%,34.4%,14.8%,87.0
Evansville,Mark Shallenberger,All,871,154,89.8,104.5,108.9,41.6%,18.5°,13.4°,31.8,6.5%,10,0.36,.305,0.497,.425,32.5%,24.7%,22.7%,36.6%,60.5%,94.7%,18.4%,12.2%,127.0
Lipscomb,David Coppedge,All,377,57,90.9,104.0,107.5,47.4%,20.0°,11.8°,31.6,5.3%,3,0.359,.271,0.497,.414,33.3%,21.1%,21.1%,36.9%,57.6%,89.2%,24.0%,23.0%,93.0
Southwestern (TX),James Vaquero,All,64,11,85.0,92.3,92.9,0.0%,12.5°,-,27.3,0.0%,0,0.5,.339,0.497,.412,36.4%,18.2%,27.3%,56.2%,60.9%,92.9%,53.7%,19.4%,43.0
South Carolina,Kennedy Jones,All,188,24,94.1,108.7,109.5,50.0%,8.2°,9.4°,37.5,16.7%,4,0.355,.295,0.496,.435,29.2%,12.5%,29.2%,30.9%,52.1%,94.6%,17.9%,22.4%,118.0
New Mexico State,Titus Dumitru,All,552,103,94.4,109.1,111.9,55.3%,11.0°,10.9°,35.0,13.6%,14,0.367,.347,0.496,.501,39.8%,16.5%,26.2%,36.2%,59.3%,90.0%,19.0%,20.5%,90.0
Young Harris,Jackson Kemp,All,75,19,87.4,100.0,101.7,33.3%,25.4°,23.3°,38.9,10.5%,2,0.364,.300,0.495,.399,14.3%,50.0%,35.7%,48.0%,76.5%,84.6%,24.4%,25.0%,80.0
Bryant,Gavin Noriega,All,227,34,93.7,107.2,111.6,58.8%,18.9°,15.0°,47.1,14.7%,5,0.378,.329,0.495,.469,29.4%,17.6%,35.3%,38.8%,62.6%,82.5%,22.8%,19.3%,107.0
North Carolina,Vance Honeycutt,All,798,107,95.5,111.2,115.5,57.0%,19.7°,20.9°,40.2,23.4%,25,0.333,.303,0.495,.500,23.4%,32.7%,26.2%,42.6%,63.9%,78.5%,25.4%,33.2%,76.0
Eastern Michigan,Lucas Johnson,All,54,5,85.1,92.8,93.8,0.0%,7.5°,-,40.0,0.0%,0,0.375,.111,0.495,.388,40.0%,20.0%,20.0%,46.3%,58.3%,85.7%,36.7%,28.0%,95.0
Alabama,Gage Miller,All,898,183,90.3,103.8,107.7,40.4%,18.6°,14.0°,37.7,8.2%,15,0.379,.315,0.495,.444,30.1%,24.6%,25.1%,46.2%,76.9%,85.0%,21.6%,17.6%,118.0
Louisiana Tech,Cole McConnell,All,905,152,94.4,107.1,110.2,61.2%,12.1°,13.9°,41.4,12.5%,19,0.394,.328,0.494,.450,36.2%,22.4%,32.2%,47.8%,70.1%,87.7%,30.7%,23.3%,79.0
Bryant,Justin Hackett,All,100,14,86.7,99.9,103.1,28.6%,20.9°,35.7°,14.3,7.1%,1,0.316,.227,0.494,.407,28.6%,42.9%,7.1%,38.0%,69.8%,83.3%,14.0%,21.1%,143.0
Miami,AJ Goytia,All,35,6,92.1,101.5,101.7,33.3%,5.8°,4.0°,33.3,0.0%,0,0.5,.330,0.494,.367,83.3%,0.0%,0.0%,42.9%,63.6%,85.7%,7.7%,13.3%,134.0
Prairie View,Mason Heiskell,All,37,6,88.0,96.6,99.0,33.3%,12.9°,12.1°,16.7,0.0%,0,0.286,.204,0.493,.361,50.0%,16.7%,0.0%,21.6%,43.8%,71.4%,4.8%,25.0%,121.0
