Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
Southern Illinois,Nathan Bandy,All,146,29,88.5,98.2,102.2,24.1%,18.7°,8.0°,27.6,0.0%,0,0.216,.217,0.246,.258,37.9%,27.6%,24.1%,47.3%,70.8%,90.2%,24.3%,15.9%,102.0
California,Matthew Thomas,All,145,28,95.2,107.3,107.9,57.1%,23.8°,19.8°,28.6,17.9%,5,0.167,.261,0.246,.389,21.4%,32.1%,17.9%,46.9%,67.7%,81.0%,31.3%,35.3%,39.0
Arizona,Xavier Esquer,All,72,12,79.3,97.4,99.9,25.0%,17.8°,6.7°,25.0,0.0%,0,0.176,.192,0.245,.263,33.3%,25.0%,25.0%,44.4%,62.9%,81.8%,27.0%,21.9%,74.0
FGCU,Derek Lopez,All,25,5,80.6,54.6,54.6,40.0%,-3.2°,-7.7°,0.0,0.0%,0,0.0,.187,0.245,.367,80.0%,0.0%,0.0%,28.0%,50.0%,100.0%,17.6%,0.0%,143.0
Iona,Carter Groen,All,60,13,87.4,97.8,107.4,30.8%,23.8°,24.0°,15.4,7.7%,1,0.2,.181,0.245,.250,30.8%,46.2%,15.4%,56.7%,86.4%,84.2%,39.5%,32.4%,62.0
Florida International,Brendan Roney,All,224,29,84.3,101.5,103.0,24.1%,18.6°,9.0°,20.7,3.4%,1,0.152,.168,0.245,.265,37.9%,31.0%,10.3%,42.0%,62.8%,71.2%,26.9%,29.8%,65.0
Cal State Northridge,Trent Abel,All,43,11,76.0,95.7,98.9,9.1%,19.0°,4.9°,45.5,0.0%,0,0.25,.288,0.245,.263,36.4%,9.1%,27.3%,55.8%,88.9%,93.8%,32.0%,12.5%,0.0
Liberty,Three Hillier,All,25,5,89.4,96.6,97.4,20.0%,6.3°,28.2°,40.0,0.0%,0,0.143,.168,0.245,.475,40.0%,20.0%,20.0%,36.0%,54.5%,83.3%,21.4%,22.2%,166.0
Hofstra,Luke Masiuk,All,350,44,88.1,105.7,108.8,27.3%,27.5°,19.4°,47.7,9.1%,4,0.169,.199,0.245,.273,22.7%,25.0%,34.1%,46.0%,66.4%,70.3%,30.3%,39.1%,68.0
Southern Illinois,Anthony Kodama,All,34,5,87.8,96.8,101.2,20.0%,29.3°,18.8°,40.0,0.0%,0,0.0,.179,0.245,.388,0.0%,40.0%,40.0%,29.4%,70.0%,71.4%,12.5%,30.0%,193.0
George Mason,Jp Williams,All,48,7,92.5,101.7,101.7,71.4%,12.0°,8.5°,57.1,0.0%,0,0.231,.242,0.245,.271,28.6%,0.0%,57.1%,45.8%,72.2%,76.9%,30.0%,36.4%,50.0
Portland,Justin Ramirez,All,50,9,85.5,94.5,95.7,11.1%,23.8°,10.8°,22.2,0.0%,0,0.231,.268,0.245,.267,33.3%,22.2%,22.2%,42.0%,43.5%,80.0%,40.7%,38.1%,32.0
Sacramento State,Myles Walton,All,81,7,83.6,92.4,94.5,0.0%,11.0°,-,14.3,0.0%,0,0.176,.112,0.245,.177,42.9%,14.3%,14.3%,38.3%,56.2%,77.8%,26.5%,51.6%,69.0
UC San Diego,Delshaun Lanier,All,76,18,85.1,101.9,102.3,33.3%,-0.8°,1.4°,33.3,0.0%,0,0.238,.268,0.244,.301,44.4%,11.1%,27.8%,46.1%,66.7%,90.9%,30.2%,25.7%,108.0
Illinois-Chicago,AJ Taylor,All,348,88,85.2,99.3,103.9,21.6%,18.9°,10.5°,23.9,1.1%,1,0.2,.230,0.244,.278,30.7%,30.7%,18.2%,47.1%,74.5%,94.7%,25.6%,11.6%,90.0
Evansville,BJ (Brodie) Peart,All,284,55,87.2,101.1,104.7,23.6%,17.6°,19.7°,38.2,5.5%,3,0.2,.209,0.244,.315,25.5%,21.8%,27.3%,51.8%,76.1%,78.7%,34.7%,29.3%,86.0
Nicholls,Parker Coddou,All,161,24,85.3,97.8,98.7,20.8%,15.9°,15.8°,33.3,0.0%,0,0.152,.227,0.244,.326,33.3%,20.8%,25.0%,42.2%,75.4%,83.7%,19.8%,22.1%,100.0
Eastern Michigan,Glenn Miller,All,124,23,85.2,95.1,98.3,13.0%,19.6°,4.0°,30.4,0.0%,0,0.185,.246,0.244,.304,34.8%,34.8%,17.4%,41.1%,53.4%,90.3%,30.3%,13.7%,93.0
Prairie View,Trenton Bush,All,66,12,79.1,98.7,99.7,25.0%,-3.3°,8.3°,25.0,0.0%,0,0.263,.247,0.244,.247,75.0%,0.0%,25.0%,48.5%,71.0%,77.3%,28.6%,37.5%,84.0
Marshall,Calin Smith,All,287,49,86.4,103.2,108.3,26.5%,9.2°,10.5°,34.7,0.0%,0,0.205,.218,0.243,.280,36.7%,14.3%,34.7%,58.9%,81.5%,83.2%,41.7%,33.7%,75.0
Saint Joseph's,Luke Zimmerman,All,148,26,81.0,97.1,101.5,19.2%,10.7°,10.0°,15.4,3.8%,1,0.194,.170,0.243,.233,50.0%,30.8%,7.7%,56.1%,87.1%,75.9%,33.7%,28.9%,104.0
Akron,Austin Lafferty,All,72,12,86.9,102.9,107.2,25.0%,20.2°,32.7°,41.7,25.0%,3,0.188,.284,0.243,.402,16.7%,33.3%,25.0%,36.1%,57.9%,86.4%,11.8%,23.1%,125.0
Harvard,Peter Messervy,All,303,61,85.4,99.9,104.7,36.1%,8.4°,6.1°,26.2,0.0%,0,0.197,.259,0.243,.349,45.9%,24.6%,18.0%,42.6%,66.7%,88.1%,25.4%,17.8%,109.0
Alvin,Dacoda Agoto,All,66,10,80.7,94.0,99.7,10.0%,23.8°,7.1°,20.0,0.0%,0,0.143,.134,0.243,.247,30.0%,40.0%,20.0%,30.3%,59.3%,87.5%,10.3%,20.0%,173.0
Marist,Bayram Hot,All,282,41,82.1,104.3,104.6,26.8%,-11.6°,3.9°,22.0,0.0%,0,0.136,.209,0.243,.300,63.4%,7.3%,19.5%,42.2%,67.7%,84.9%,21.3%,22.7%,94.0
Vanderbilt,Logan Poteet,All,87,14,87.6,103.2,103.4,35.7%,16.1°,23.4°,28.6,14.3%,2,0.19,.194,0.242,.295,35.7%,35.7%,14.3%,59.8%,83.3%,63.3%,43.1%,40.4%,63.0
Oral Roberts,Blake Nichols,All,98,13,86.1,102.2,102.9,30.8%,-2.5°,20.6°,30.8,0.0%,0,0.182,.166,0.242,.315,63.6%,9.1%,27.3%,46.9%,71.1%,70.4%,31.7%,39.1%,40.0
Long Beach State,Nick Marinconz,All,324,63,81.7,97.4,102.0,19.0%,26.8°,17.2°,27.0,0.0%,0,0.2,.199,0.242,.272,25.4%,31.7%,15.9%,50.3%,70.1%,92.7%,35.8%,21.5%,75.0
UC Irvine,Thomas McCaffrey,All,155,25,86.7,100.2,100.6,36.0%,11.8°,12.8°,24.0,0.0%,0,0.222,.197,0.242,.232,40.0%,36.0%,16.0%,47.1%,66.7%,88.0%,28.7%,28.8%,82.0
The Citadel,Tyler Christmas,All,123,15,85.9,99.5,100.4,33.3%,6.4°,13.0°,46.7,0.0%,0,0.167,.207,0.242,.279,40.0%,6.7%,46.7%,33.3%,50.9%,77.8%,20.0%,34.1%,97.0
Alabama State,Ali LaPread,All,69,8,84.0,98.2,103.0,12.5%,9.3°,12.6°,37.5,0.0%,0,0.083,.126,0.242,.285,37.5%,12.5%,25.0%,39.1%,62.1%,66.7%,22.5%,44.4%,131.0
Queens (NC),Nick Alderfer,All,79,22,90.2,107.4,108.4,40.9%,7.3°,14.5°,36.4,0.0%,0,0.261,.389,0.242,.474,36.4%,18.2%,31.8%,44.3%,72.5%,96.6%,15.4%,5.7%,118.0
Dayton,Keagan Calero,All,225,44,82.0,97.2,100.9,18.2%,10.6°,3.9°,20.5,0.0%,0,0.208,.236,0.241,.276,47.7%,15.9%,15.9%,43.1%,68.0%,95.5%,24.2%,9.3%,91.0
UMES,Quentin Smith,All,42,6,83.0,93.3,94.9,0.0%,15.1°,-,0.0,0.0%,0,0.111,.106,0.241,.261,50.0%,33.3%,0.0%,45.2%,78.6%,72.7%,28.6%,36.8%,114.0
Louisville,Logan Beard,All,217,35,90.4,103.4,108.0,40.0%,20.1°,19.9°,34.3,11.4%,4,0.14,.218,0.241,.358,25.7%,34.3%,20.0%,38.2%,61.2%,92.3%,23.5%,24.1%,80.0
Marshall,Tre Hondras,All,341,81,82.2,99.6,103.0,19.8%,5.6°,7.2°,22.2,0.0%,0,0.194,.228,0.241,.293,48.1%,22.2%,13.6%,47.2%,69.9%,94.8%,25.7%,16.1%,134.0
Long Beach State,Alex Champagne,All,434,74,82.6,96.5,101.2,9.5%,10.0°,10.9°,31.1,0.0%,0,0.211,.221,0.241,.286,40.5%,21.6%,25.7%,38.9%,62.1%,93.8%,18.0%,13.6%,127.0
Georgia Southern,Jarrett Jenkins,All,123,24,87.5,100.5,102.5,25.0%,13.2°,11.9°,29.2,0.0%,0,0.194,.204,0.241,.273,37.5%,25.0%,16.7%,39.8%,60.6%,87.5%,15.8%,14.3%,80.0
Indiana,Cal Sefcik,All,103,22,95.1,106.7,111.2,45.5%,21.4°,12.4°,27.3,4.5%,1,0.185,.245,0.241,.340,36.4%,36.4%,13.6%,51.5%,69.8%,83.8%,32.0%,24.5%,73.0
Louisiana,Ben Robichaux,All,49,5,71.9,-,-,20.0%,-28.9°,-11.7°,0.0,0.0%,0,0.1,.071,0.241,.221,100.0%,0.0%,0.0%,38.8%,66.7%,100.0%,17.9%,21.1%,147.0
Cal State Northridge,Roberto Gonzalez,All,165,26,86.8,101.3,103.6,34.6%,2.0°,5.6°,30.8,0.0%,0,0.188,.244,0.241,.313,53.8%,15.4%,26.9%,42.4%,65.0%,84.6%,21.2%,18.6%,104.0
Penn,Nick Guachione,All,51,5,80.7,99.1,105.1,20.0%,26.3°,4.3°,0.0,0.0%,0,0.125,.134,0.24,.254,40.0%,20.0%,0.0%,31.4%,52.6%,80.0%,18.8%,31.2%,86.0
Princeton,Jay Mentink,All,83,10,92.7,97.5,98.6,30.0%,14.7°,17.4°,20.0,0.0%,0,0.125,.150,0.24,.282,20.0%,10.0%,30.0%,32.5%,55.9%,89.5%,16.3%,18.5%,103.0
Elon,Trey Tiffan,All,102,13,84.4,96.3,99.5,15.4%,15.7°,21.1°,23.1,0.0%,0,0.143,.121,0.24,.183,38.5%,30.8%,7.7%,54.9%,70.7%,75.9%,44.3%,30.4%,44.0
Pacific,Jacob Weiss,All,115,17,86.2,101.4,101.8,17.6%,23.6°,26.9°,23.5,11.8%,2,0.12,.170,0.24,.261,29.4%,29.4%,17.6%,51.3%,71.9%,75.6%,31.0%,30.5%,84.0
Samford,Cullen Horowicz,All,105,6,85.8,102.4,106.4,16.7%,21.9°,-,50.0,0.0%,0,0.118,.101,0.24,.242,16.7%,0.0%,33.3%,41.0%,61.1%,63.6%,30.4%,48.8%,79.0
California Baptist,Garrett Ostrander,All,93,15,89.5,97.6,104.6,26.7%,2.8°,-1.9°,33.3,0.0%,0,0.118,.297,0.24,.388,46.7%,6.7%,33.3%,36.6%,65.0%,96.2%,15.1%,5.9%,153.0
Purdue,Camden Melvin,All,42,5,95.4,98.0,98.8,60.0%,19.8°,26.7°,60.0,0.0%,0,0.125,.356,0.24,.448,20.0%,20.0%,60.0%,35.7%,69.2%,77.8%,20.7%,33.3%,164.0
Kennesaw State,Nate Anderson,All,107,21,80.3,98.9,106.6,14.3%,21.5°,13.9°,23.8,0.0%,0,0.167,.160,0.24,.346,33.3%,28.6%,4.8%,39.3%,63.3%,90.3%,19.0%,7.1%,138.0
Utah Tech,Blake Borgogno,All,104,26,83.0,98.3,99.4,11.5%,-3.0°,7.2°,7.7,0.0%,0,0.25,.214,0.24,.252,61.5%,11.5%,11.5%,48.1%,66.7%,80.6%,28.0%,16.0%,87.0
Rutgers,Hugh Pinkney,All,113,22,80.0,99.3,99.7,13.6%,-0.3°,13.1°,13.6,4.5%,1,0.207,.138,0.24,.241,45.5%,9.1%,9.1%,44.2%,64.4%,82.8%,30.9%,24.0%,107.0
Tennessee Tech,Troy Baunsgard,All,89,18,92.3,102.8,103.3,38.9%,17.9°,9.7°,38.9,0.0%,0,0.2,.254,0.24,.309,27.8%,11.1%,38.9%,53.9%,72.7%,90.6%,35.6%,22.9%,53.0
Norfolk State,Swaroop Pujari,All,40,6,87.0,92.8,93.4,0.0%,4.2°,-,0.0,0.0%,0,0.125,.185,0.24,.234,66.7%,16.7%,0.0%,50.0%,92.3%,66.7%,29.6%,30.0%,168.0
Western Michigan,Michael Maloney,All,119,17,87.4,95.3,96.9,23.5%,2.4°,0.2°,23.5,0.0%,0,0.125,.169,0.24,.291,52.9%,17.6%,11.8%,39.5%,67.9%,91.7%,16.7%,19.1%,119.0
Rutgers,Jordan Sweeney,All,109,11,95.6,110.6,112.1,45.5%,27.9°,26.0°,45.5,18.2%,2,0.174,.171,0.239,.315,18.2%,27.3%,18.2%,50.5%,70.2%,72.7%,35.5%,47.3%,20.0
Western Kentucky,Cristian Garcia,All,254,43,86.8,99.8,103.2,25.6%,18.6°,2.7°,16.3,2.3%,1,0.173,.198,0.239,.279,37.2%,14.0%,16.3%,38.2%,60.4%,96.9%,22.3%,10.3%,94.0
Memphis,Pierce Leavengood,All,81,9,82.4,97.7,99.2,11.1%,10.9°,19.6°,11.1,0.0%,0,0.154,.116,0.239,.235,55.6%,11.1%,11.1%,42.0%,73.3%,81.8%,23.5%,29.4%,117.0
Southern Illinois,Mathieu Vallee,All,174,33,86.8,100.8,105.2,33.3%,0.4°,6.5°,24.2,6.1%,2,0.179,.250,0.238,.373,45.5%,15.2%,21.2%,48.3%,76.5%,87.1%,23.7%,16.7%,151.0
Harvard,Sawyer Feller,All,195,30,88.0,103.7,108.8,33.3%,12.6°,0.9°,26.7,3.3%,1,0.152,.247,0.238,.306,43.3%,13.3%,23.3%,42.1%,63.5%,75.9%,25.5%,35.4%,82.0
Southern Illinois,Bennett Eltoft,All,88,6,93.4,103.3,104.8,50.0%,28.2°,26.6°,50.0,16.7%,1,0.062,.157,0.238,.359,16.7%,16.7%,50.0%,25.0%,40.0%,75.0%,12.5%,36.4%,116.0
Bradley,Jackson Chatterton,All,336,42,80.6,99.6,106.1,19.0%,21.0°,19.9°,28.6,0.0%,0,0.143,.132,0.238,.231,28.6%,28.6%,19.0%,42.0%,62.2%,80.4%,24.4%,25.5%,103.0
Boston College,Owen DeShazo,All,85,9,82.0,107.9,108.6,33.3%,12.1°,1.4°,33.3,0.0%,0,0.2,.148,0.238,.182,22.2%,22.2%,33.3%,47.1%,66.7%,67.9%,27.9%,37.5%,68.0
Quinnipiac,Christian Smith,All,95,10,95.1,100.3,107.9,40.0%,23.9°,11.0°,40.0,0.0%,0,0.167,.180,0.238,.283,20.0%,20.0%,40.0%,36.8%,69.2%,85.2%,14.3%,31.4%,129.0
Dallas Baptist,Keaton Grady,All,67,7,88.0,97.8,98.4,42.9%,27.6°,19.4°,14.3,0.0%,0,0.167,.100,0.237,.198,28.6%,42.9%,14.3%,49.3%,76.7%,73.9%,27.0%,30.3%,125.0
Western Illinois,Brock Lummus,All,163,20,87.4,101.2,101.4,20.0%,10.3°,19.3°,15.0,0.0%,0,0.176,.157,0.237,.237,40.0%,15.0%,15.0%,40.5%,61.0%,69.4%,28.8%,39.4%,72.0
Tulane,Nathan Rose,All,220,32,80.0,96.7,99.7,28.1%,16.2°,9.7°,34.4,0.0%,0,0.133,.241,0.237,.312,31.2%,21.9%,34.4%,35.9%,51.1%,89.4%,25.0%,20.3%,85.0
The Citadel,Chase Loggins,All,134,20,89.7,103.4,106.0,35.0%,18.9°,19.6°,60.0,15.0%,3,0.182,.265,0.237,.362,25.0%,35.0%,25.0%,53.0%,77.8%,71.4%,36.2%,36.6%,53.0
Presbyterian,Holden Baker,All,52,8,81.1,84.9,84.9,0.0%,-4.8°,-,0.0,0.0%,0,0.167,.066,0.237,.159,62.5%,0.0%,0.0%,51.9%,80.8%,66.7%,23.1%,33.3%,129.0
Kennesaw State,Aaron Posey,All,99,12,91.8,103.3,104.2,50.0%,30.7°,18.7°,25.0,8.3%,1,0.176,.187,0.237,.311,16.7%,33.3%,16.7%,43.4%,65.7%,73.9%,31.2%,27.9%,52.0
Saint Mary's (CA),Anthony Pomilia,All,64,13,91.3,105.5,109.2,46.2%,13.7°,15.1°,30.8,7.7%,1,0.211,.225,0.237,.282,30.8%,23.1%,23.1%,70.3%,88.9%,75.0%,46.4%,37.8%,95.0
Iowa,Kellen Strohmeyer,All,55,7,78.4,100.9,103.0,28.6%,20.6°,25.8°,57.1,0.0%,0,0.167,.196,0.237,.303,28.6%,14.3%,42.9%,45.5%,76.2%,62.5%,26.5%,52.0%,83.0
Eastern Michigan,Jad Oestrike,All,31,6,81.9,78.1,78.1,16.7%,1.7°,-0.4°,0.0,0.0%,0,0.167,.165,0.237,.242,50.0%,16.7%,0.0%,41.9%,73.3%,81.8%,12.5%,23.1%,127.0
Arkansas,Ryder Helfrick,All,195,24,84.9,100.6,108.7,20.8%,18.1°,24.5°,16.7,4.2%,1,0.122,.145,0.237,.279,41.7%,16.7%,12.5%,39.0%,63.7%,92.2%,21.7%,28.9%,80.0
Tusculum,Max Schmarder,All,108,14,82.9,97.5,102.2,21.4%,5.2°,15.7°,64.3,0.0%,0,0.185,.203,0.237,.262,35.7%,14.3%,50.0%,47.2%,58.2%,71.9%,35.8%,33.3%,66.0
Ohio,Caleb Karll,All,44,6,88.8,89.5,90.4,33.3%,15.8°,-1.4°,16.7,0.0%,0,0.2,.214,0.236,.263,50.0%,16.7%,16.7%,47.7%,82.4%,92.9%,25.9%,33.3%,115.0
Manhattan,Trevor Hansen,All,73,8,88.1,102.9,104.6,25.0%,-11.1°,3.0°,12.5,0.0%,0,0.188,.133,0.236,.200,50.0%,0.0%,12.5%,41.1%,48.4%,73.3%,35.7%,36.7%,-8.0
Saint Peter's,Alex Rakas,All,77,14,78.9,95.0,100.3,14.3%,12.5°,-2.4°,21.4,0.0%,0,0.188,.216,0.236,.277,57.1%,14.3%,14.3%,44.2%,54.3%,89.5%,35.7%,14.7%,53.0
Tarleton State,Tyson Drake,All,183,19,88.6,103.0,107.9,31.6%,15.8°,3.2°,31.6,5.3%,1,0.147,.182,0.236,.275,36.8%,5.3%,31.6%,44.8%,72.9%,68.6%,27.4%,37.8%,123.0
Saint Joseph's,Carter Jagiela,All,66,13,85.6,97.6,100.2,23.1%,-10.0°,-1.8°,7.7,0.0%,0,0.188,.220,0.236,.323,53.8%,0.0%,15.4%,43.9%,62.1%,83.3%,29.7%,20.7%,105.0
Incarnate Word,Grant Randall,All,156,35,83.0,98.1,101.2,17.1%,4.1°,7.7°,22.9,0.0%,0,0.159,.189,0.236,.272,54.3%,25.7%,14.3%,47.4%,63.5%,92.5%,36.6%,27.0%,78.0
Vanderbilt,Colin Barczi,All,150,21,93.3,106.6,107.3,52.4%,2.9°,10.8°,38.1,4.8%,1,0.194,.241,0.236,.338,47.6%,9.5%,33.3%,38.0%,59.7%,87.5%,20.5%,33.3%,110.0
Stephen F. Austin,Dylan Bourgeios,All,35,8,78.1,85.0,85.3,0.0%,30.6°,-,37.5,0.0%,0,0.2,.159,0.236,.297,12.5%,37.5%,25.0%,54.3%,76.5%,100.0%,33.3%,10.5%,47.0
Northeastern,Matthew Brinker,All,44,8,89.7,101.1,107.9,12.5%,18.7°,9.5°,37.5,0.0%,0,0.2,.192,0.235,.281,25.0%,37.5%,12.5%,47.7%,84.2%,87.5%,20.0%,19.0%,144.0
UT Arlington,Kyzer Harrington,All,134,23,88.0,101.6,102.7,30.4%,-9.9°,4.1°,17.4,0.0%,0,0.179,.234,0.235,.322,60.9%,0.0%,21.7%,42.5%,62.5%,77.5%,24.3%,35.1%,76.0
Bradley,Cole Luckey,All,191,40,87.2,105.7,109.7,32.5%,15.6°,10.5°,22.5,0.0%,0,0.196,.239,0.235,.287,37.5%,22.5%,17.5%,50.8%,73.0%,78.5%,31.4%,29.9%,85.0
San Diego State,Samuel Kahler,All,40,6,89.0,98.6,98.8,50.0%,3.8°,13.3°,66.7,0.0%,0,0.2,.287,0.235,.355,33.3%,16.7%,50.0%,40.0%,56.2%,100.0%,29.2%,25.0%,78.0
Alabama,Will Portera,All,36,8,87.9,97.2,97.9,25.0%,36.8°,26.7°,50.0,0.0%,0,0.222,.255,0.235,.367,12.5%,25.0%,37.5%,44.4%,82.4%,85.7%,10.5%,25.0%,146.0
Arizona State,Kevin Karstetter,All,97,14,88.9,103.3,104.1,50.0%,18.1°,23.8°,28.6,7.1%,1,0.105,.204,0.235,.401,28.6%,35.7%,14.3%,52.6%,90.0%,81.5%,35.8%,37.3%,73.0
Western Kentucky,Ryan Fowler,All,41,5,80.3,86.1,91.2,0.0%,12.8°,-,20.0,0.0%,0,0.222,.204,0.235,.257,60.0%,20.0%,20.0%,51.2%,63.2%,75.0%,40.9%,42.9%,108.0
Milwaukee,Gabe Roessler,All,223,37,84.4,96.8,98.0,18.9%,13.2°,9.0°,35.1,0.0%,0,0.16,.171,0.235,.258,35.1%,32.4%,21.6%,38.6%,61.5%,89.6%,16.7%,16.3%,108.0
UCF,Andrew Estrella,All,111,11,87.0,102.6,104.9,27.3%,19.2°,23.2°,27.3,9.1%,1,0.13,.143,0.235,.239,36.4%,9.1%,18.2%,50.5%,70.3%,73.1%,40.5%,41.1%,58.0
Washington,Luke Rohleder,All,58,5,81.8,90.3,90.8,0.0%,26.9°,-,60.0,0.0%,0,0.2,.227,0.235,.276,20.0%,0.0%,60.0%,39.7%,63.2%,100.0%,28.2%,21.7%,69.0
Cornell,Braden Mack,All,96,28,80.9,97.4,101.8,14.3%,6.4°,13.0°,32.1,0.0%,0,0.226,.267,0.235,.280,42.9%,10.7%,28.6%,66.7%,97.1%,81.8%,50.0%,26.6%,70.0
Ohio State,Nick Giamarusti,All,201,32,85.9,101.1,102.0,31.2%,10.7°,3.1°,28.1,0.0%,0,0.184,.180,0.235,.281,40.6%,25.0%,18.8%,43.8%,69.9%,89.2%,21.3%,14.8%,104.0
Minnesota,Tristan Ellis,All,50,8,83.3,96.2,99.2,12.5%,7.3°,6.6°,37.5,0.0%,0,0.25,.316,0.235,.353,50.0%,12.5%,37.5%,44.0%,69.6%,100.0%,22.2%,9.1%,102.0
Youngstown State,Alejandro Covas,All,98,14,95.5,100.7,101.8,57.1%,18.8°,7.3°,7.1,7.1%,1,0.208,.222,0.235,.283,50.0%,14.3%,7.1%,48.0%,72.9%,88.6%,24.0%,25.5%,116.0
Texas A&M-Corpus Christi,Isaac Webb,All,124,24,89.7,100.1,103.9,25.0%,15.0°,6.5°,45.8,0.0%,0,0.219,.283,0.234,.350,33.3%,20.8%,37.5%,50.0%,78.8%,82.9%,29.2%,30.6%,84.0
South Alabama,Duncan Mathews,All,284,56,82.3,92.8,96.6,5.4%,8.5°,4.0°,30.4,0.0%,0,0.167,.206,0.234,.291,41.1%,14.3%,26.8%,35.9%,58.8%,96.1%,16.3%,11.8%,149.0
UMass Lowell,Fritz Genther,All,220,26,86.5,99.2,100.5,38.5%,23.7°,22.5°,23.1,0.0%,0,0.122,.165,0.234,.285,34.6%,30.8%,19.2%,41.4%,72.4%,74.6%,21.1%,34.1%,118.0
Florida Atlantic,Jalen DeBose,All,79,11,86.3,105.7,106.6,36.4%,4.7°,5.7°,18.2,0.0%,0,0.222,.216,0.234,.240,63.6%,0.0%,18.2%,53.2%,76.5%,69.2%,35.6%,31.0%,65.0
South Alabama,Hunter Donaldson,All,61,9,79.9,93.3,97.7,11.1%,6.9°,13.3°,33.3,0.0%,0,0.214,.232,0.234,.266,33.3%,11.1%,33.3%,55.7%,82.8%,83.3%,31.2%,20.6%,140.0
Central Michigan,Jack Eichler,All,68,12,80.3,89.7,92.9,8.3%,14.1°,-19.4°,16.7,0.0%,0,0.222,.161,0.234,.193,50.0%,25.0%,8.3%,42.6%,56.7%,76.5%,31.6%,34.5%,60.0
Kentucky,Kyuss Gargett,All,54,9,88.5,99.2,100.3,44.4%,10.3°,12.2°,33.3,11.1%,1,0.077,.238,0.234,.344,33.3%,22.2%,22.2%,48.1%,76.0%,89.5%,24.1%,30.8%,86.0
Quinnipiac,Jared Zimbardo,All,165,21,84.6,100.7,105.9,28.6%,25.1°,15.2°,14.3,0.0%,0,0.152,.153,0.234,.247,38.1%,23.8%,14.3%,41.8%,64.8%,69.6%,24.5%,36.2%,94.0
St. Thomas (MN),Tanner Recchio,All,72,10,83.9,94.6,98.3,20.0%,8.2°,-0.4°,10.0,0.0%,0,0.25,.185,0.234,.201,60.0%,20.0%,10.0%,51.4%,65.4%,88.2%,43.5%,27.0%,75.0
Southeastern (FL),Gary Lora,All,31,8,75.0,92.1,97.2,12.5%,20.2°,11.6°,62.5,0.0%,0,0.25,.361,0.234,.360,12.5%,12.5%,62.5%,64.5%,77.8%,85.7%,46.2%,15.0%,88.0
Ball State,Nicholas Gregory,All,100,19,84.2,94.9,97.3,10.5%,23.4°,17.8°,47.4,0.0%,0,0.15,.209,0.233,.275,26.3%,36.8%,15.8%,26.0%,41.0%,100.0%,16.4%,0.0%,95.0
Virginia Tech,Ethan Gibson,All,159,18,78.7,99.0,103.9,22.2%,9.8°,21.5°,22.2,5.6%,1,0.111,.169,0.233,.310,50.0%,22.2%,11.1%,39.0%,57.4%,69.2%,25.3%,37.1%,87.0
St. John's,Cristian Bernardini,All,74,11,89.8,96.3,103.4,18.2%,10.1°,4.6°,18.2,0.0%,0,0.125,.171,0.233,.251,54.5%,27.3%,9.1%,44.6%,74.2%,82.6%,23.3%,27.3%,97.0
Alabama A&M,Tristan Curless,All,76,15,92.7,99.4,99.8,53.3%,10.4°,14.9°,46.7,0.0%,0,0.143,.273,0.233,.358,40.0%,13.3%,33.3%,56.6%,80.0%,79.2%,41.3%,27.9%,36.0
Niagara,Nate Milk,All,54,6,82.7,96.7,101.3,16.7%,16.4°,14.0°,33.3,0.0%,0,0.1,.146,0.233,.255,16.7%,50.0%,33.3%,35.2%,72.2%,61.5%,16.7%,42.1%,154.0
Winthrop,Nathanial Chronis,All,64,10,81.8,90.7,91.2,0.0%,17.5°,-,30.0,0.0%,0,0.25,.223,0.232,.277,30.0%,30.0%,30.0%,37.5%,61.5%,100.0%,21.1%,20.8%,103.0
Elon,Joseph Yovino,All,50,9,83.1,100.1,100.5,22.2%,8.2°,11.5°,33.3,0.0%,0,0.25,.231,0.232,.237,22.2%,22.2%,33.3%,56.0%,57.1%,66.7%,55.2%,50.0%,-43.0
Butler,Tom Townsend,All,39,5,95.0,100.6,101.0,40.0%,36.7°,8.8°,20.0,0.0%,0,0.25,.205,0.232,.205,20.0%,0.0%,20.0%,33.3%,57.1%,87.5%,20.0%,15.4%,149.0
Princeton,Kyle Vinci,All,380,51,84.8,107.4,112.3,31.4%,24.8°,17.8°,27.5,9.8%,5,0.145,.153,0.232,.272,29.4%,29.4%,13.7%,47.6%,72.6%,78.1%,30.0%,36.5%,85.0
Lehigh,Drew Morse,All,28,5,93.1,90.6,90.7,20.0%,14.2°,-5.6°,0.0,0.0%,0,0.25,.167,0.232,.163,60.0%,0.0%,0.0%,42.9%,58.3%,100.0%,31.2%,16.7%,70.0
Southeast Missouri,Caleb Corbin,All,37,7,80.6,91.9,92.1,14.3%,17.3°,-3.5°,42.9,0.0%,0,0.25,.284,0.232,.286,42.9%,14.3%,28.6%,37.8%,28.6%,100.0%,43.5%,7.1%,51.0
Seton Hall,Frankie Scravanic,All,156,30,84.3,98.7,99.3,23.3%,6.8°,12.0°,50.0,0.0%,0,0.189,.270,0.232,.323,43.3%,16.7%,33.3%,45.5%,74.6%,93.6%,25.8%,18.3%,101.0
